Object ID,AP_B_cells,AP_M1_Macrophages,AP_M2_Macrophages,B_cells,Cytotoxic_T_cells,Dendritic_Cells,Helper_T_cells,M1_Macrophages,M2_Macrophages,Tregs,Tumor_cells,Tumor_proliferating_cells,Vessels,Phenotype,imageid
b1bc0407-75b2-4375-9ce7-ca3afa94d32d,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.2727272727272727,0.0,0.0,0.36363636363636365,Vessels,XX10684A1
e78e5ed9-d711-477a-b9b7-3a7afc5f1c42,0.0,0.09090909090909091,0.0,0.0,0.18181818181818182,0.0,0.09090909090909091,0.0,0.0,0.18181818181818182,0.18181818181818182,0.0,0.2727272727272727,Tregs,XX10684A1
fba17356-1a87-4cd5-a82a-bbf6b267ac82,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.09090909090909091,0.18181818181818182,0.0,0.18181818181818182,0.0,0.0,0.45454545454545453,Vessels,XX10684A1
9f3c03bb-7186-48a9-aa72-2398ceadba86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Vessels,XX10684A1
46d35b29-8152-41f5-b698-f818e6cf3bc7,0.0,0.0,0.0,0.18181818181818182,0.18181818181818182,0.0,0.18181818181818182,0.0,0.0,0.18181818181818182,0.2727272727272727,0.0,0.0,Helper_T_cells,XX10684A1
752b6d1e-b66c-439d-8404-8d1bc4cb7340,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.8181818181818182,Vessels,XX10684A1
6ac2acde-a4eb-43cb-8eb3-e30b26351e8c,0.0,0.09090909090909091,0.0,0.0,0.18181818181818182,0.0,0.09090909090909091,0.09090909090909091,0.0,0.2727272727272727,0.0,0.0,0.2727272727272727,Vessels,XX10684A1
e1b45991-626b-4bad-95ef-f7e5aadd98d6,0.0,0.09090909090909091,0.0,0.09090909090909091,0.18181818181818182,0.0,0.18181818181818182,0.0,0.0,0.18181818181818182,0.18181818181818182,0.0,0.09090909090909091,Cytotoxic_T_cells,XX10684A1
0dda4f07-24d4-4f76-9e45-7487105cb371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Vessels,XX10684A1
684b11f2-fc7c-4bb1-b9eb-e6997ef6890d,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.7272727272727273,Vessels,XX10684A1
f53403d8-362a-4b61-87e4-e6b4cc0807ae,0.0,0.09090909090909091,0.0,0.0,0.18181818181818182,0.0,0.18181818181818182,0.0,0.0,0.18181818181818182,0.18181818181818182,0.0,0.18181818181818182,Tregs,XX10684A1
a7066ff7-aa9c-4763-bcd4-e91937fa8d6a,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.8181818181818182,Vessels,XX10684A1
bfb784b2-02db-4838-b6cc-a4a1418f7cf7,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.8181818181818182,Vessels,XX10684A1
ad5d183d-374a-48aa-a81d-c4d5239e8c8a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Vessels,XX10684A1
bab8991a-f0a3-4272-9edb-e8a1dcae246d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.9090909090909091,Vessels,XX10684A1
1ca9ad85-39e9-4684-a614-a596e4095387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Vessels,XX10684A1
ac4f9d6f-bf32-4f68-af8a-131a260fa7d8,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,Tregs,XX10684A1
9bc35af0-6529-4b55-8f76-4468cc1d26a4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.9090909090909091,Tregs,XX10684A1
fc023492-dcba-4bc5-b6be-bd2cc3161692,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.8181818181818182,Vessels,XX10684A1
e21cfd1d-c6d4-430f-b9f5-76b7f6cc225e,0.0,0.0,0.0,0.18181818181818182,0.18181818181818182,0.0,0.09090909090909091,0.0,0.0,0.18181818181818182,0.0,0.0,0.36363636363636365,B_cells,XX10684A1
94e3a01c-3780-40b0-afb1-75511f805f25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.9090909090909091,Vessels,XX10684A1
d1890e2d-7943-4a79-9056-cddbb5665c14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Vessels,XX10684A1
d507558d-f776-45cf-878c-005474f4f965,0.0,0.09090909090909091,0.0,0.0,0.09090909090909091,0.0,0.09090909090909091,0.0,0.0,0.45454545454545453,0.0,0.0,0.2727272727272727,Cytotoxic_T_cells,XX10684A1
71d24664-6b57-42b5-b96d-bcf268a19938,0.0,0.0,0.0,0.36363636363636365,0.09090909090909091,0.0,0.0,0.0,0.0,0.09090909090909091,0.2727272727272727,0.0,0.18181818181818182,Tregs,XX10684A1
09c8200e-41e5-4e20-9960-b30d7c2176ee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Vessels,XX10684A1
055821c3-6bb6-4602-8c07-48f493f7c755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.9090909090909091,Vessels,XX10684A1
c5cbf4e1-f359-48c3-a42b-abcc9deee1e6,0.0,0.0,0.0,0.2727272727272727,0.0,0.0,0.09090909090909091,0.0,0.0,0.18181818181818182,0.18181818181818182,0.0,0.2727272727272727,B_cells,XX10684A1
cf3a5f9d-3b14-49dd-b3e7-80f803f4e6df,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.18181818181818182,0.0,0.0,0.7272727272727273,Vessels,XX10684A1
8087d9e0-00fd-4469-b315-955209081e9b,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.8181818181818182,Vessels,XX10684A1
ed0e500d-2fd9-4f8b-bc0f-f317fd2d460b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.9090909090909091,Vessels,XX10684A1
e37832dc-77ec-4f4a-8716-d42461c77170,0.0,0.0,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.36363636363636365,0.0,0.18181818181818182,Tregs,XX10684A1
44b6a809-78b4-4d9d-8ebf-9866215ba664,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.8181818181818182,Vessels,XX10684A1
7dfce4e6-a89b-4083-b54b-bd1b8f14f5d1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.8181818181818182,Vessels,XX10684A1
f1284790-ad8f-4452-98a2-82eefba01cac,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.9090909090909091,Vessels,XX10684A1
d01b1630-d4fb-4bbd-9856-03e4f3936e1d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.9090909090909091,Vessels,XX10684A1
7fde8b0c-1101-48ef-a03e-d1726ea5a7c2,0.0,0.0,0.0,0.18181818181818182,0.09090909090909091,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.5454545454545454,Vessels,XX10684A1
67c1aae1-e189-486a-972a-548e79a37e9a,0.0,0.0,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.2727272727272727,0.0,0.18181818181818182,Vessels,XX10684A1
bfcd6e12-8212-48d2-a519-0b477f3af753,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.2727272727272727,0.0,0.0,0.6363636363636364,Tregs,XX10684A1
4a4e4373-1132-4382-ac60-2587b5edae37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.9090909090909091,Vessels,XX10684A1
112c2e3e-ca61-4bd2-81a6-fc7df422f52a,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.18181818181818182,0.0,0.0,0.45454545454545453,0.0,0.0,0.2727272727272727,Tregs,XX10684A1
33f0981b-76b0-4ede-a336-ccdd373b8ecf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Vessels,XX10684A1
d958958c-6443-44cb-9410-3934918ccc41,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.0,0.45454545454545453,0.0,0.0,0.2727272727272727,Tregs,XX10684A1
